country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,page number,container,background information,comments,enumerator_id,confidence interval
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_EQ,NRM_EQ_YS,"if women have equal opportunity, they can change country",equal opportunity,quote,11,E.31,,Positive statement about women’s potential under equality,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_N,they have to discuss and decide how much to sell,joint decision,quote,11,E.32,,Respondent describes cooperative decision-making,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_N,good couples discuss what is best,discussion,quote,11,E.32,,Joint discussion framed as ideal behavior,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DIV,NRM_DIV_C,he will sell because she has house responsibilities,domestic burden,quote,11,E.33,,Housework burden keeps women from market role,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_EQ,NRM_EQ_YS,women are careful with money; men waste it,women careful with cash,quote,11,E.33,,Counter-stereotype about women’s money management,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_N,they first discuss new practice and advantage,discuss innovation,quote,12,E.34,,New practices may be jointly discussed,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_INF,NRM_INF_N,first test if wife’s idea is good,test woman’s idea,quote,12,E.34,,Wife-origin knowledge may be tried cautiously,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,he will not accept such advice,reject wife’s advice,quote,12,E.34,,Husband may refuse innovation if it comes from wife,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,impossible for her to act without his consent,his consent,quote,12,E.36,,Women’s independent financial decisions are constrained,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_STIG,NRM_STIG_C,acting without approval may cause fight,conflict sanction,quote,12,E.36,,Disobedience triggers conflict,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_N,woman can try to win his vote,persuasion not authority,quote,12,E.36,,"Woman’s influence is framed as persuasion, not decision power",ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_AST,NRM_AST_C,if inheritance is his he can do whatever he wants,male inheritance control,quote,12,E.37,,Men’s control over assets is taken for granted,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_AST,NRM_AST_C,she will not raise claim on his money,wife no claim,quote,12,E.37,,Wife seen as lacking entitlement to husband’s inheritance,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_EQ,NRM_EQ_YS,as husband and wife it is their money,joint money ideal,quote,13,E.37,,One respondent frames marital assets as jointly owned,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,man gets what he wants in the end,final male authority,quote,13,E.37,,Male spouse seen as final authority in disputes,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,whether with her consent or not,consent bypassed,quote,13,E.37,,Woman’s consent may be overridden,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_STIG,NRM_STIG_C,he may bring neighbors or marry another wife,coercion threat,quote,13,E.37,,Community mediation and polygyny threaten women’s bargaining power,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_EQ,NRM_EQ_YS,women’s right is protected,rights discourse,quote,13,E.38,,Respondent cites women’s rights language,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_MOB,NRM_MOB_O,nothing prevents women to sell in market,market mobility,quote,13,E.40,,Local market selling is described as open to women,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DIV,NRM_DIV_C,majority traders are women in vegetables and household foods,women traders,quote,13,E.40,,Women dominate certain market niches,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DIV,NRM_DIV_C,women do not sell cattle or equipment,product boundary,quote,13,E.40,,Market roles are gendered by commodity,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_MOB,NRM_MOB_C,some women have family restriction not to go alone,family restriction,quote,14,E.41,,Mobility is constrained by family rules,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_MOB,NRM_MOB_N,some women are shy and move in groups,group movement,quote,14,E.41,,"Even where possible, women self-restrict mobility",ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_STIG,NRM_STIG_C,married women fear in-laws will see and talk ill,gossip,quote,14,E.41,,Surveillance and gossip constrain movement,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,ASP,ASP_UNSP,can go anywhere to find a job,go for jobs,quote,14,E.42,,Men see themselves as mobile for employment,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,GAP,GAP_WID,transport and expenses are obstacle,transport cost,quote,14,E.42,,Migration for work is limited by cash needs,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_INF,NRM_INF_C,lack of information on jobs is a problem,no job info,quote,14,E.42,,Information shortage constrains migration/job search,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,GAP,GAP_WID,"need ID, clearance, language, and family support",migration barriers,quote,14,E.42,,Multiple barriers limit work migration,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,GAP,GAP_SML,successful returnees accepted with open hands,success return,quote,14,E.43,,Successful migrants gain status on return,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_STIG,NRM_STIG_C,menial jobs have negative effect on return,menial job stigma,quote,14,E.43,,Low-status migrant work harms reputation,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_STIG,NRM_STIG_C,many return empty-handed and not accepted,failed migrant stigma,quote,14,E.43,,Failed migration brings low social regard,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,GAP,GAP_SML,"if changed positively, return is good",positive return,quote,15,E.43,,Community judges returnees by outcomes,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_STIG,NRM_STIG_C,"if not changed positively, people uncomfortable",negative return stigma,quote,15,E.43,,Failed return carries discomfort and stigma,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DIV,NRM_DIV_C,"men marry above 18, women above 15",younger brides,quote,15,E.44,,Community norm sets lower marriage age for girls,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,poor families marry girls early,poverty marriage,quote,15,E.45,,Poverty pushes early marriage for girls,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,some parents push sons to marry for more children,push son to marry,quote,15,E.45,,Parents pressure sons into marriage for lineage growth,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_AST,NRM_AST_C,girls are a good investment,girls as investment,quote,15,E.45,,Daughters are valued as financial assets,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_AST,NRM_AST_C,dowry brings family income,dowry income,quote,15,E.45,,Marriage payments are important family resources,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_AST,NRM_AST_C,daughter’s dowry can help marry son,transfer to son,quote,15,E.45,,Resources from girls’ marriage support boys’ marriage,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_EQ,NRM_EQ_YS,nowadays men and women decide whom they marry,choose spouse,quote,15,E.46,,Respondent says young people now choose partners more often,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,previously parents selected husband or wife,parental choice,quote,15,E.46,,Earlier marriage decisions were controlled by parents,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_EQ,NRM_EQ_YS,now no obligation for girl or boy,less coercion,quote,15,E.46,,Respondent sees reduced coercion in marriage choice,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DIV,NRM_DIV_C,girl married at 15 has first child at 17,early first child,quote,15,E.47,,Early marriage quickly leads to first birth,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,GAP,GAP_WID,girls are tiny and not ready to give birth,too young,quote,16,E.48,,Respondent argues young girls are not ready for childbirth,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_EQ,NRM_EQ_YS,best age for first child settled at 23,preferred later birth,quote,16,E.49,,Group consensus favors later first childbirth,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,women have no say when they give birth,no reproductive say,quote,16,E.50,,Women’s fertility decisions are controlled,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,she must discuss with husband,husband approval,quote,16,E.50,,Husband approval is required for fertility decisions,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_STIG,NRM_STIG_C,if he disagrees he may marry another,second-wife threat,quote,16,E.50,,Threat of another marriage pressures women to comply,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,NRM_DEC,NRM_DEC_C,she gets pregnant against her will,coerced pregnancy,quote,16,E.50,,Woman is compelled into pregnancy to keep marriage,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,ASP,ASP_UNSP,want a youth center,youth center,quote,16,E.51,,Desired change is a place for youth to gather,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,ASP,ASP_COL,need secondary school here,school access,quote,16,E.51,,Community wants local secondary school to reduce dropout,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,GAP,GAP_WID,youth quit at grade 8 without local school,school barrier,quote,16,E.51,,Lack of local school contributes to dropout,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,ASP,ASP_UNSP,need job opportunities,job opportunity,quote,16,E.51,,Youth want employment after schooling,ENU_3,0.95
ET,ET2,"	
GENNOVATE_ET2.xlsx",FG_E_Aspirations of Youth,ET2E_M,Male,ASP,ASP_BUSS,need training for different businesses,business training,quote,16,E.51,,Youth request training to create businesses,ENU_3,0.95
